Code,Category,Honda likely summary,Recommended Shop
P1200,Ignition / engine timing,"Likely ignition / engine timing fault involving ignition advance, VTC / VTEC timing, cam control, or synchronization.",Asia Works
P1201,Ignition / engine timing,"Likely ignition / engine timing fault involving ignition advance, VTC / VTEC timing, cam control, or synchronization.",Asia Works
P1202,Ignition / engine timing,"Likely ignition / engine timing fault involving ignition advance, VTC / VTEC timing, cam control, or synchronization.",Asia Works
P1203,Ignition / engine timing,"Likely ignition / engine timing fault involving ignition advance, VTC / VTEC timing, cam control, or synchronization.",Asia Works
P1204,Ignition / engine timing,"Likely ignition / engine timing fault involving ignition advance, VTC / VTEC timing, cam control, or synchronization.",Asia Works
P1205,Ignition / engine timing,"Likely ignition / engine timing fault involving ignition advance, VTC / VTEC timing, cam control, or synchronization.",Asia Works
P1206,Ignition / engine timing,"Likely ignition / engine timing fault involving ignition advance, VTC / VTEC timing, cam control, or synchronization.",Asia Works
P1207,Ignition / engine timing,"Likely ignition / engine timing fault involving ignition advance, VTC / VTEC timing, cam control, or synchronization.",Asia Works
P1208,Ignition / engine timing,"Likely ignition / engine timing fault involving ignition advance, VTC / VTEC timing, cam control, or synchronization.",Asia Works
P1209,Ignition / engine timing,"Likely ignition / engine timing fault involving ignition advance, VTC / VTEC timing, cam control, or synchronization.",Asia Works
P1210,Ignition / engine timing,"Likely ignition / engine timing fault involving ignition advance, VTC / VTEC timing, cam control, or synchronization.",Asia Works
P1211,Ignition / engine timing,"Likely ignition / engine timing fault involving ignition advance, VTC / VTEC timing, cam control, or synchronization.",Asia Works
P1212,Ignition / engine timing,"Likely ignition / engine timing fault involving ignition advance, VTC / VTEC timing, cam control, or synchronization.",Asia Works
P1213,Ignition / engine timing,"Likely ignition / engine timing fault involving ignition advance, VTC / VTEC timing, cam control, or synchronization.",Asia Works
P1214,Ignition / engine timing,"Likely ignition / engine timing fault involving ignition advance, VTC / VTEC timing, cam control, or synchronization.",Asia Works
P1215,Ignition / engine timing,"Likely ignition / engine timing fault involving ignition advance, VTC / VTEC timing, cam control, or synchronization.",Asia Works
P1216,Ignition / engine timing,"Likely ignition / engine timing fault involving ignition advance, VTC / VTEC timing, cam control, or synchronization.",Asia Works
P1217,Ignition / engine timing,"Likely ignition / engine timing fault involving ignition advance, VTC / VTEC timing, cam control, or synchronization.",Asia Works
P1218,Ignition / engine timing,"Likely ignition / engine timing fault involving ignition advance, VTC / VTEC timing, cam control, or synchronization.",Asia Works
P1219,Ignition / engine timing,"Likely ignition / engine timing fault involving ignition advance, VTC / VTEC timing, cam control, or synchronization.",Asia Works
P1220,Ignition / engine timing,"Likely ignition / engine timing fault involving ignition advance, VTC / VTEC timing, cam control, or synchronization.",Asia Works
P1221,Ignition / engine timing,"Likely ignition / engine timing fault involving ignition advance, VTC / VTEC timing, cam control, or synchronization.",Asia Works
P1222,Ignition / engine timing,"Likely ignition / engine timing fault involving ignition advance, VTC / VTEC timing, cam control, or synchronization.",Asia Works
P1223,Ignition / engine timing,"Likely ignition / engine timing fault involving ignition advance, VTC / VTEC timing, cam control, or synchronization.",Asia Works
P1224,Ignition / engine timing,"Likely ignition / engine timing fault involving ignition advance, VTC / VTEC timing, cam control, or synchronization.",Asia Works
P1225,Ignition / engine timing,"Likely ignition / engine timing fault involving ignition advance, VTC / VTEC timing, cam control, or synchronization.",Asia Works
P1226,Ignition / engine timing,"Likely ignition / engine timing fault involving ignition advance, VTC / VTEC timing, cam control, or synchronization.",Asia Works
P1227,Ignition / engine timing,"Likely ignition / engine timing fault involving ignition advance, VTC / VTEC timing, cam control, or synchronization.",Asia Works
P1228,Ignition / engine timing,"Likely ignition / engine timing fault involving ignition advance, VTC / VTEC timing, cam control, or synchronization.",Asia Works
P1229,Ignition / engine timing,"Likely ignition / engine timing fault involving ignition advance, VTC / VTEC timing, cam control, or synchronization.",Asia Works
P1230,Ignition / engine timing,"Likely ignition / engine timing fault involving ignition advance, VTC / VTEC timing, cam control, or synchronization.",Asia Works
P1231,Ignition / engine timing,"Likely ignition / engine timing fault involving ignition advance, VTC / VTEC timing, cam control, or synchronization.",Asia Works
P1232,Ignition / engine timing,"Likely ignition / engine timing fault involving ignition advance, VTC / VTEC timing, cam control, or synchronization.",Asia Works
P1233,Ignition / engine timing,"Likely ignition / engine timing fault involving ignition advance, VTC / VTEC timing, cam control, or synchronization.",Asia Works
P1234,Ignition / engine timing,"Likely ignition / engine timing fault involving ignition advance, VTC / VTEC timing, cam control, or synchronization.",Asia Works
P1235,Ignition / engine timing,"Likely ignition / engine timing fault involving ignition advance, VTC / VTEC timing, cam control, or synchronization.",Asia Works
P1236,Ignition / engine timing,"Likely ignition / engine timing fault involving ignition advance, VTC / VTEC timing, cam control, or synchronization.",Asia Works
P1237,Ignition / engine timing,"Likely ignition / engine timing fault involving ignition advance, VTC / VTEC timing, cam control, or synchronization.",Asia Works
P1238,Ignition / engine timing,"Likely ignition / engine timing fault involving ignition advance, VTC / VTEC timing, cam control, or synchronization.",Asia Works
P1239,Ignition / engine timing,"Likely ignition / engine timing fault involving ignition advance, VTC / VTEC timing, cam control, or synchronization.",Asia Works
P1240,Ignition / engine timing,"Likely ignition / engine timing fault involving ignition advance, VTC / VTEC timing, cam control, or synchronization.",Asia Works
P1241,Ignition / engine timing,"Likely ignition / engine timing fault involving ignition advance, VTC / VTEC timing, cam control, or synchronization.",Asia Works
P1242,Ignition / engine timing,"Likely ignition / engine timing fault involving ignition advance, VTC / VTEC timing, cam control, or synchronization.",Asia Works
P1243,Ignition / engine timing,"Likely ignition / engine timing fault involving ignition advance, VTC / VTEC timing, cam control, or synchronization.",Asia Works
P1244,Ignition / engine timing,"Likely ignition / engine timing fault involving ignition advance, VTC / VTEC timing, cam control, or synchronization.",Asia Works
P1245,Ignition / engine timing,"Likely ignition / engine timing fault involving ignition advance, VTC / VTEC timing, cam control, or synchronization.",Asia Works
P1246,Ignition / engine timing,"Likely ignition / engine timing fault involving ignition advance, VTC / VTEC timing, cam control, or synchronization.",Asia Works
P1247,Ignition / engine timing,"Likely ignition / engine timing fault involving ignition advance, VTC / VTEC timing, cam control, or synchronization.",Asia Works
P1248,Ignition / engine timing,"Likely ignition / engine timing fault involving ignition advance, VTC / VTEC timing, cam control, or synchronization.",Asia Works
P1249,Ignition / engine timing,"Likely ignition / engine timing fault involving ignition advance, VTC / VTEC timing, cam control, or synchronization.",Asia Works
P1250,Ignition / engine timing,"Likely ignition / engine timing fault involving ignition advance, VTC / VTEC timing, cam control, or synchronization.",Asia Works
P1251,Ignition / engine timing,"Likely ignition / engine timing fault involving ignition advance, VTC / VTEC timing, cam control, or synchronization.",Asia Works
P1252,Ignition / engine timing,"Likely ignition / engine timing fault involving ignition advance, VTC / VTEC timing, cam control, or synchronization.",Asia Works
P1253,Ignition / engine timing,"Likely ignition / engine timing fault involving ignition advance, VTC / VTEC timing, cam control, or synchronization.",Asia Works
P1254,Ignition / engine timing,"Likely ignition / engine timing fault involving ignition advance, VTC / VTEC timing, cam control, or synchronization.",Asia Works
P1255,Ignition / engine timing,"Likely ignition / engine timing fault involving ignition advance, VTC / VTEC timing, cam control, or synchronization.",Asia Works
P1256,Ignition / engine timing,"Likely ignition / engine timing fault involving ignition advance, VTC / VTEC timing, cam control, or synchronization.",Asia Works
P1257,Ignition / engine timing,"Likely ignition / engine timing fault involving ignition advance, VTC / VTEC timing, cam control, or synchronization.",Asia Works
P1258,Ignition / engine timing,"Likely ignition / engine timing fault involving ignition advance, VTC / VTEC timing, cam control, or synchronization.",Asia Works
P1259,Ignition / engine timing,"Honda VTEC system malfunction; often oil pressure, oil level, VTEC solenoid, or wiring related.",Asia Works
P1260,Ignition / engine timing,"Likely ignition / engine timing fault involving ignition advance, VTC / VTEC timing, cam control, or synchronization.",Asia Works
P1261,Ignition / engine timing,"Likely ignition / engine timing fault involving ignition advance, VTC / VTEC timing, cam control, or synchronization.",Asia Works
P1262,Ignition / engine timing,"Likely ignition / engine timing fault involving ignition advance, VTC / VTEC timing, cam control, or synchronization.",Asia Works
P1263,Ignition / engine timing,"Likely ignition / engine timing fault involving ignition advance, VTC / VTEC timing, cam control, or synchronization.",Asia Works
P1264,Ignition / engine timing,"Likely ignition / engine timing fault involving ignition advance, VTC / VTEC timing, cam control, or synchronization.",Asia Works
P1265,Ignition / engine timing,"Likely ignition / engine timing fault involving ignition advance, VTC / VTEC timing, cam control, or synchronization.",Asia Works
P1266,Ignition / engine timing,"Likely ignition / engine timing fault involving ignition advance, VTC / VTEC timing, cam control, or synchronization.",Asia Works
P1267,Ignition / engine timing,"Likely ignition / engine timing fault involving ignition advance, VTC / VTEC timing, cam control, or synchronization.",Asia Works
P1268,Ignition / engine timing,"Likely ignition / engine timing fault involving ignition advance, VTC / VTEC timing, cam control, or synchronization.",Asia Works
P1269,Ignition / engine timing,"Likely ignition / engine timing fault involving ignition advance, VTC / VTEC timing, cam control, or synchronization.",Asia Works
P1270,Ignition / engine timing,"Likely ignition / engine timing fault involving ignition advance, VTC / VTEC timing, cam control, or synchronization.",Asia Works
P1271,Ignition / engine timing,"Likely ignition / engine timing fault involving ignition advance, VTC / VTEC timing, cam control, or synchronization.",Asia Works
P1272,Ignition / engine timing,"Likely ignition / engine timing fault involving ignition advance, VTC / VTEC timing, cam control, or synchronization.",Asia Works
P1273,Ignition / engine timing,"Likely ignition / engine timing fault involving ignition advance, VTC / VTEC timing, cam control, or synchronization.",Asia Works
P1274,Ignition / engine timing,"Likely ignition / engine timing fault involving ignition advance, VTC / VTEC timing, cam control, or synchronization.",Asia Works
P1275,Ignition / engine timing,"Likely ignition / engine timing fault involving ignition advance, VTC / VTEC timing, cam control, or synchronization.",Asia Works
P1276,Ignition / engine timing,"Likely ignition / engine timing fault involving ignition advance, VTC / VTEC timing, cam control, or synchronization.",Asia Works
P1277,Ignition / engine timing,"Likely ignition / engine timing fault involving ignition advance, VTC / VTEC timing, cam control, or synchronization.",Asia Works
P1278,Ignition / engine timing,"Likely ignition / engine timing fault involving ignition advance, VTC / VTEC timing, cam control, or synchronization.",Asia Works
P1279,Ignition / engine timing,"Likely ignition / engine timing fault involving ignition advance, VTC / VTEC timing, cam control, or synchronization.",Asia Works
P1280,Ignition / engine timing,"Likely ignition / engine timing fault involving ignition advance, VTC / VTEC timing, cam control, or synchronization.",Asia Works
P1281,Ignition / engine timing,"Likely ignition / engine timing fault involving ignition advance, VTC / VTEC timing, cam control, or synchronization.",Asia Works
P1282,Ignition / engine timing,"Likely ignition / engine timing fault involving ignition advance, VTC / VTEC timing, cam control, or synchronization.",Asia Works
P1283,Ignition / engine timing,"Likely ignition / engine timing fault involving ignition advance, VTC / VTEC timing, cam control, or synchronization.",Asia Works
P1284,Ignition / engine timing,"Likely ignition / engine timing fault involving ignition advance, VTC / VTEC timing, cam control, or synchronization.",Asia Works
P1285,Ignition / engine timing,"Likely ignition / engine timing fault involving ignition advance, VTC / VTEC timing, cam control, or synchronization.",Asia Works
P1286,Ignition / engine timing,"Likely ignition / engine timing fault involving ignition advance, VTC / VTEC timing, cam control, or synchronization.",Asia Works
P1287,Ignition / engine timing,"Likely ignition / engine timing fault involving ignition advance, VTC / VTEC timing, cam control, or synchronization.",Asia Works
P1288,Ignition / engine timing,"Likely ignition / engine timing fault involving ignition advance, VTC / VTEC timing, cam control, or synchronization.",Asia Works
P1289,Ignition / engine timing,"Likely ignition / engine timing fault involving ignition advance, VTC / VTEC timing, cam control, or synchronization.",Asia Works
P1290,Ignition / engine timing,"Likely ignition / engine timing fault involving ignition advance, VTC / VTEC timing, cam control, or synchronization.",Asia Works
P1291,Ignition / engine timing,"Likely ignition / engine timing fault involving ignition advance, VTC / VTEC timing, cam control, or synchronization.",Asia Works
P1292,Ignition / engine timing,"Likely ignition / engine timing fault involving ignition advance, VTC / VTEC timing, cam control, or synchronization.",Asia Works
P1293,Ignition / engine timing,"Likely ignition / engine timing fault involving ignition advance, VTC / VTEC timing, cam control, or synchronization.",Asia Works
P1294,Ignition / engine timing,"Likely ignition / engine timing fault involving ignition advance, VTC / VTEC timing, cam control, or synchronization.",Asia Works
P1295,Ignition / engine timing,"Likely ignition / engine timing fault involving ignition advance, VTC / VTEC timing, cam control, or synchronization.",Asia Works
P1296,Ignition / engine timing,"Likely ignition / engine timing fault involving ignition advance, VTC / VTEC timing, cam control, or synchronization.",Asia Works
P1297,Ignition / engine timing,"Likely ignition / engine timing fault involving ignition advance, VTC / VTEC timing, cam control, or synchronization.",Asia Works
P1298,Ignition / engine timing,"Likely ignition / engine timing fault involving ignition advance, VTC / VTEC timing, cam control, or synchronization.",Asia Works
P1299,Ignition / engine timing,"Likely ignition / engine timing fault involving ignition advance, VTC / VTEC timing, cam control, or synchronization.",Asia Works
P1300,Ignition / misfire diagnostics,"Likely ignition / misfire diagnostics fault involving misfire monitoring, ignition event feedback, CKP/CMP comparison, or combustion quality.",Asia Works
P1301,Ignition / misfire diagnostics,"Likely ignition / misfire diagnostics fault involving misfire monitoring, ignition event feedback, CKP/CMP comparison, or combustion quality.",Asia Works
P1302,Ignition / misfire diagnostics,"Likely ignition / misfire diagnostics fault involving misfire monitoring, ignition event feedback, CKP/CMP comparison, or combustion quality.",Asia Works
P1303,Ignition / misfire diagnostics,"Likely ignition / misfire diagnostics fault involving misfire monitoring, ignition event feedback, CKP/CMP comparison, or combustion quality.",Asia Works
P1304,Ignition / misfire diagnostics,"Likely ignition / misfire diagnostics fault involving misfire monitoring, ignition event feedback, CKP/CMP comparison, or combustion quality.",Asia Works
P1305,Ignition / misfire diagnostics,"Likely ignition / misfire diagnostics fault involving misfire monitoring, ignition event feedback, CKP/CMP comparison, or combustion quality.",Asia Works
P1306,Ignition / misfire diagnostics,"Likely ignition / misfire diagnostics fault involving misfire monitoring, ignition event feedback, CKP/CMP comparison, or combustion quality.",Asia Works
P1307,Ignition / misfire diagnostics,"Likely ignition / misfire diagnostics fault involving misfire monitoring, ignition event feedback, CKP/CMP comparison, or combustion quality.",Asia Works
P1308,Ignition / misfire diagnostics,"Likely ignition / misfire diagnostics fault involving misfire monitoring, ignition event feedback, CKP/CMP comparison, or combustion quality.",Asia Works
P1309,Ignition / misfire diagnostics,"Likely ignition / misfire diagnostics fault involving misfire monitoring, ignition event feedback, CKP/CMP comparison, or combustion quality.",Asia Works
P1310,Ignition / misfire diagnostics,"Likely ignition / misfire diagnostics fault involving misfire monitoring, ignition event feedback, CKP/CMP comparison, or combustion quality.",Asia Works
P1311,Ignition / misfire diagnostics,"Likely ignition / misfire diagnostics fault involving misfire monitoring, ignition event feedback, CKP/CMP comparison, or combustion quality.",Asia Works
P1312,Ignition / misfire diagnostics,"Likely ignition / misfire diagnostics fault involving misfire monitoring, ignition event feedback, CKP/CMP comparison, or combustion quality.",Asia Works
P1313,Ignition / misfire diagnostics,"Likely ignition / misfire diagnostics fault involving misfire monitoring, ignition event feedback, CKP/CMP comparison, or combustion quality.",Asia Works
P1314,Ignition / misfire diagnostics,"Likely ignition / misfire diagnostics fault involving misfire monitoring, ignition event feedback, CKP/CMP comparison, or combustion quality.",Asia Works
P1315,Ignition / misfire diagnostics,"Likely ignition / misfire diagnostics fault involving misfire monitoring, ignition event feedback, CKP/CMP comparison, or combustion quality.",Asia Works
P1316,Ignition / misfire diagnostics,"Likely ignition / misfire diagnostics fault involving misfire monitoring, ignition event feedback, CKP/CMP comparison, or combustion quality.",Asia Works
P1317,Ignition / misfire diagnostics,"Likely ignition / misfire diagnostics fault involving misfire monitoring, ignition event feedback, CKP/CMP comparison, or combustion quality.",Asia Works
P1318,Ignition / misfire diagnostics,"Likely ignition / misfire diagnostics fault involving misfire monitoring, ignition event feedback, CKP/CMP comparison, or combustion quality.",Asia Works
P1319,Ignition / misfire diagnostics,"Likely ignition / misfire diagnostics fault involving misfire monitoring, ignition event feedback, CKP/CMP comparison, or combustion quality.",Asia Works
P1320,Ignition / misfire diagnostics,"Likely ignition / misfire diagnostics fault involving misfire monitoring, ignition event feedback, CKP/CMP comparison, or combustion quality.",Asia Works
P1321,Ignition / misfire diagnostics,"Likely ignition / misfire diagnostics fault involving misfire monitoring, ignition event feedback, CKP/CMP comparison, or combustion quality.",Asia Works
P1322,Ignition / misfire diagnostics,"Likely ignition / misfire diagnostics fault involving misfire monitoring, ignition event feedback, CKP/CMP comparison, or combustion quality.",Asia Works
P1323,Ignition / misfire diagnostics,"Likely ignition / misfire diagnostics fault involving misfire monitoring, ignition event feedback, CKP/CMP comparison, or combustion quality.",Asia Works
P1324,Ignition / misfire diagnostics,"Likely ignition / misfire diagnostics fault involving misfire monitoring, ignition event feedback, CKP/CMP comparison, or combustion quality.",Asia Works
P1325,Ignition / misfire diagnostics,"Likely ignition / misfire diagnostics fault involving misfire monitoring, ignition event feedback, CKP/CMP comparison, or combustion quality.",Asia Works
P1326,Ignition / misfire diagnostics,"Likely ignition / misfire diagnostics fault involving misfire monitoring, ignition event feedback, CKP/CMP comparison, or combustion quality.",Asia Works
P1327,Ignition / misfire diagnostics,"Likely ignition / misfire diagnostics fault involving misfire monitoring, ignition event feedback, CKP/CMP comparison, or combustion quality.",Asia Works
P1328,Ignition / misfire diagnostics,"Likely ignition / misfire diagnostics fault involving misfire monitoring, ignition event feedback, CKP/CMP comparison, or combustion quality.",Asia Works
P1329,Ignition / misfire diagnostics,"Likely ignition / misfire diagnostics fault involving misfire monitoring, ignition event feedback, CKP/CMP comparison, or combustion quality.",Asia Works
P1330,Ignition / misfire diagnostics,"Likely ignition / misfire diagnostics fault involving misfire monitoring, ignition event feedback, CKP/CMP comparison, or combustion quality.",Asia Works
P1331,Ignition / misfire diagnostics,"Likely ignition / misfire diagnostics fault involving misfire monitoring, ignition event feedback, CKP/CMP comparison, or combustion quality.",Asia Works
P1332,Ignition / misfire diagnostics,"Likely ignition / misfire diagnostics fault involving misfire monitoring, ignition event feedback, CKP/CMP comparison, or combustion quality.",Asia Works
P1333,Ignition / misfire diagnostics,"Likely ignition / misfire diagnostics fault involving misfire monitoring, ignition event feedback, CKP/CMP comparison, or combustion quality.",Asia Works
P1334,Ignition / misfire diagnostics,"Likely ignition / misfire diagnostics fault involving misfire monitoring, ignition event feedback, CKP/CMP comparison, or combustion quality.",Asia Works
P1335,Ignition / misfire diagnostics,"Likely ignition / misfire diagnostics fault involving misfire monitoring, ignition event feedback, CKP/CMP comparison, or combustion quality.",Asia Works
P1336,Ignition / misfire diagnostics,"Likely ignition / misfire diagnostics fault involving misfire monitoring, ignition event feedback, CKP/CMP comparison, or combustion quality.",Asia Works
P1337,Ignition / misfire diagnostics,"Likely ignition / misfire diagnostics fault involving misfire monitoring, ignition event feedback, CKP/CMP comparison, or combustion quality.",Asia Works
P1338,Ignition / misfire diagnostics,"Likely ignition / misfire diagnostics fault involving misfire monitoring, ignition event feedback, CKP/CMP comparison, or combustion quality.",Asia Works
P1339,Ignition / misfire diagnostics,"Likely ignition / misfire diagnostics fault involving misfire monitoring, ignition event feedback, CKP/CMP comparison, or combustion quality.",Asia Works
P1340,Ignition / misfire diagnostics,"Likely ignition / misfire diagnostics fault involving misfire monitoring, ignition event feedback, CKP/CMP comparison, or combustion quality.",Asia Works
P1341,Ignition / misfire diagnostics,"Likely ignition / misfire diagnostics fault involving misfire monitoring, ignition event feedback, CKP/CMP comparison, or combustion quality.",Asia Works
P1342,Ignition / misfire diagnostics,"Likely ignition / misfire diagnostics fault involving misfire monitoring, ignition event feedback, CKP/CMP comparison, or combustion quality.",Asia Works
P1343,Ignition / misfire diagnostics,"Likely ignition / misfire diagnostics fault involving misfire monitoring, ignition event feedback, CKP/CMP comparison, or combustion quality.",Asia Works
P1344,Ignition / misfire diagnostics,"Likely ignition / misfire diagnostics fault involving misfire monitoring, ignition event feedback, CKP/CMP comparison, or combustion quality.",Asia Works
P1345,Ignition / misfire diagnostics,"Likely ignition / misfire diagnostics fault involving misfire monitoring, ignition event feedback, CKP/CMP comparison, or combustion quality.",Asia Works
P1346,Ignition / misfire diagnostics,"Likely ignition / misfire diagnostics fault involving misfire monitoring, ignition event feedback, CKP/CMP comparison, or combustion quality.",Asia Works
P1347,Ignition / misfire diagnostics,"Likely ignition / misfire diagnostics fault involving misfire monitoring, ignition event feedback, CKP/CMP comparison, or combustion quality.",Asia Works
P1348,Ignition / misfire diagnostics,"Likely ignition / misfire diagnostics fault involving misfire monitoring, ignition event feedback, CKP/CMP comparison, or combustion quality.",Asia Works
P1349,Ignition / misfire diagnostics,"Likely ignition / misfire diagnostics fault involving misfire monitoring, ignition event feedback, CKP/CMP comparison, or combustion quality.",Asia Works
P1350,Ignition / misfire diagnostics,"Likely ignition / misfire diagnostics fault involving misfire monitoring, ignition event feedback, CKP/CMP comparison, or combustion quality.",Asia Works
P1351,Ignition / misfire diagnostics,"Likely ignition / misfire diagnostics fault involving misfire monitoring, ignition event feedback, CKP/CMP comparison, or combustion quality.",Asia Works
P1352,Ignition / misfire diagnostics,"Likely ignition / misfire diagnostics fault involving misfire monitoring, ignition event feedback, CKP/CMP comparison, or combustion quality.",Asia Works
P1353,Ignition / misfire diagnostics,"Likely ignition / misfire diagnostics fault involving misfire monitoring, ignition event feedback, CKP/CMP comparison, or combustion quality.",Asia Works
P1354,Ignition / misfire diagnostics,"Likely ignition / misfire diagnostics fault involving misfire monitoring, ignition event feedback, CKP/CMP comparison, or combustion quality.",Asia Works
P1355,Ignition / misfire diagnostics,"Likely ignition / misfire diagnostics fault involving misfire monitoring, ignition event feedback, CKP/CMP comparison, or combustion quality.",Asia Works
P1356,Ignition / misfire diagnostics,"Likely ignition / misfire diagnostics fault involving misfire monitoring, ignition event feedback, CKP/CMP comparison, or combustion quality.",Asia Works
P1357,Ignition / misfire diagnostics,"Likely ignition / misfire diagnostics fault involving misfire monitoring, ignition event feedback, CKP/CMP comparison, or combustion quality.",Asia Works
P1358,Ignition / misfire diagnostics,"Likely ignition / misfire diagnostics fault involving misfire monitoring, ignition event feedback, CKP/CMP comparison, or combustion quality.",Asia Works
P1359,Ignition / misfire diagnostics,"Likely ignition / misfire diagnostics fault involving misfire monitoring, ignition event feedback, CKP/CMP comparison, or combustion quality.",Asia Works
P1360,Ignition / misfire diagnostics,"Likely ignition / misfire diagnostics fault involving misfire monitoring, ignition event feedback, CKP/CMP comparison, or combustion quality.",Asia Works
P1361,Ignition / misfire diagnostics,"Likely ignition / misfire diagnostics fault involving misfire monitoring, ignition event feedback, CKP/CMP comparison, or combustion quality.",Asia Works
P1362,Ignition / misfire diagnostics,"Likely ignition / misfire diagnostics fault involving misfire monitoring, ignition event feedback, CKP/CMP comparison, or combustion quality.",Asia Works
P1363,Ignition / misfire diagnostics,"Likely ignition / misfire diagnostics fault involving misfire monitoring, ignition event feedback, CKP/CMP comparison, or combustion quality.",Asia Works
P1364,Ignition / misfire diagnostics,"Likely ignition / misfire diagnostics fault involving misfire monitoring, ignition event feedback, CKP/CMP comparison, or combustion quality.",Asia Works
P1365,Ignition / misfire diagnostics,"Likely ignition / misfire diagnostics fault involving misfire monitoring, ignition event feedback, CKP/CMP comparison, or combustion quality.",Asia Works
P1366,Ignition / misfire diagnostics,"Likely ignition / misfire diagnostics fault involving misfire monitoring, ignition event feedback, CKP/CMP comparison, or combustion quality.",Asia Works
P1367,Ignition / misfire diagnostics,"Likely ignition / misfire diagnostics fault involving misfire monitoring, ignition event feedback, CKP/CMP comparison, or combustion quality.",Asia Works
P1368,Ignition / misfire diagnostics,"Likely ignition / misfire diagnostics fault involving misfire monitoring, ignition event feedback, CKP/CMP comparison, or combustion quality.",Asia Works
P1369,Ignition / misfire diagnostics,"Likely ignition / misfire diagnostics fault involving misfire monitoring, ignition event feedback, CKP/CMP comparison, or combustion quality.",Asia Works
P1370,Ignition / misfire diagnostics,"Likely ignition / misfire diagnostics fault involving misfire monitoring, ignition event feedback, CKP/CMP comparison, or combustion quality.",Asia Works
P1371,Ignition / misfire diagnostics,"Likely ignition / misfire diagnostics fault involving misfire monitoring, ignition event feedback, CKP/CMP comparison, or combustion quality.",Asia Works
P1372,Ignition / misfire diagnostics,"Likely ignition / misfire diagnostics fault involving misfire monitoring, ignition event feedback, CKP/CMP comparison, or combustion quality.",Asia Works
P1373,Ignition / misfire diagnostics,"Likely ignition / misfire diagnostics fault involving misfire monitoring, ignition event feedback, CKP/CMP comparison, or combustion quality.",Asia Works
P1374,Ignition / misfire diagnostics,"Likely ignition / misfire diagnostics fault involving misfire monitoring, ignition event feedback, CKP/CMP comparison, or combustion quality.",Asia Works
P1375,Ignition / misfire diagnostics,"Likely ignition / misfire diagnostics fault involving misfire monitoring, ignition event feedback, CKP/CMP comparison, or combustion quality.",Asia Works
P1376,Ignition / misfire diagnostics,"Likely ignition / misfire diagnostics fault involving misfire monitoring, ignition event feedback, CKP/CMP comparison, or combustion quality.",Asia Works
P1377,Ignition / misfire diagnostics,"Likely ignition / misfire diagnostics fault involving misfire monitoring, ignition event feedback, CKP/CMP comparison, or combustion quality.",Asia Works
P1378,Ignition / misfire diagnostics,"Likely ignition / misfire diagnostics fault involving misfire monitoring, ignition event feedback, CKP/CMP comparison, or combustion quality.",Asia Works
P1379,Ignition / misfire diagnostics,"Likely ignition / misfire diagnostics fault involving misfire monitoring, ignition event feedback, CKP/CMP comparison, or combustion quality.",Asia Works
P1380,Ignition / misfire diagnostics,"Likely ignition / misfire diagnostics fault involving misfire monitoring, ignition event feedback, CKP/CMP comparison, or combustion quality.",Asia Works
P1381,Ignition / misfire diagnostics,"Likely ignition / misfire diagnostics fault involving misfire monitoring, ignition event feedback, CKP/CMP comparison, or combustion quality.",Asia Works
P1382,Ignition / misfire diagnostics,"Likely ignition / misfire diagnostics fault involving misfire monitoring, ignition event feedback, CKP/CMP comparison, or combustion quality.",Asia Works
P1383,Ignition / misfire diagnostics,"Likely ignition / misfire diagnostics fault involving misfire monitoring, ignition event feedback, CKP/CMP comparison, or combustion quality.",Asia Works
P1384,Ignition / misfire diagnostics,"Likely ignition / misfire diagnostics fault involving misfire monitoring, ignition event feedback, CKP/CMP comparison, or combustion quality.",Asia Works
P1385,Ignition / misfire diagnostics,"Likely ignition / misfire diagnostics fault involving misfire monitoring, ignition event feedback, CKP/CMP comparison, or combustion quality.",Asia Works
P1386,Ignition / misfire diagnostics,"Likely ignition / misfire diagnostics fault involving misfire monitoring, ignition event feedback, CKP/CMP comparison, or combustion quality.",Asia Works
P1387,Ignition / misfire diagnostics,"Likely ignition / misfire diagnostics fault involving misfire monitoring, ignition event feedback, CKP/CMP comparison, or combustion quality.",Asia Works
P1388,Ignition / misfire diagnostics,"Likely ignition / misfire diagnostics fault involving misfire monitoring, ignition event feedback, CKP/CMP comparison, or combustion quality.",Asia Works
P1389,Ignition / misfire diagnostics,"Likely ignition / misfire diagnostics fault involving misfire monitoring, ignition event feedback, CKP/CMP comparison, or combustion quality.",Asia Works
P1390,Ignition / misfire diagnostics,"Likely ignition / misfire diagnostics fault involving misfire monitoring, ignition event feedback, CKP/CMP comparison, or combustion quality.",Asia Works
P1391,Ignition / misfire diagnostics,"Likely ignition / misfire diagnostics fault involving misfire monitoring, ignition event feedback, CKP/CMP comparison, or combustion quality.",Asia Works
P1392,Ignition / misfire diagnostics,"Likely ignition / misfire diagnostics fault involving misfire monitoring, ignition event feedback, CKP/CMP comparison, or combustion quality.",Asia Works
P1393,Ignition / misfire diagnostics,"Likely ignition / misfire diagnostics fault involving misfire monitoring, ignition event feedback, CKP/CMP comparison, or combustion quality.",Asia Works
P1394,Ignition / misfire diagnostics,"Likely ignition / misfire diagnostics fault involving misfire monitoring, ignition event feedback, CKP/CMP comparison, or combustion quality.",Asia Works
